SNP1	0.0178009759108989
SNP2	0.0486618544399125
SNP3	0.0178009759108989
SNP4	0.017800975910899
SNP5	0.0178009759108989
SNP6	0.361451868590087
SNP7	0.017800975910899
SNP8	0.159227794912993
SNP9	0.0178009759108989
SNP10	0.0178009759108989
SNP11	-0.0792724085199018
SNP12	0.205611817692144
SNP13	0.522648349343961
SNP14	0.0178009759108989
SNP15	0.017800975910899
SNP16	0.0178009759108989
SNP18	0.44077556435398
SNP19	-0.153872791166745
SNP20	0.0178009759108989
SNP21	-0.878463435835429
SNP22	-0.153872791166745
SNP23	0.017800975910899
SNP24	0.215730270245191
SNP25	-1.04191006610838
SNP26	0.017800975910899
SNP27	0.0373688797171707
SNP28	0.0178009759108989
SNP29	-0.219211836345479
SNP30	-0.219211836345479
SNP31	-0.878463435835429
SNP32	-0.140956956842409
SNP33	0.108483191825174
SNP34	0.017800975910899
SNP35	0.309920073910769
SNP36	0.0178009759108989
SNP37	0.127936425947502
SNP38	0.1217063368506
SNP39	0.017800975910899
SNP40	0.0178009759108989
SNP41	0.017800975910899
SNP42	0.017800975910899
SNP43	0.0486618544399124
SNP44	1.76252914237617
SNP45	0.017800975910899
SNP46	-0.153872791166745
SNP47	0.017800975910899
SNP48	0.522648349343961
SNP49	0.017800975910899
SNP50	0.891123210512196
SNP51	-0.334926759581463
SNP52	0.0178009759108989
SNP53	0.017800975910899
SNP54	0.223833907207233
SNP55	0.0178009759108989
SNP56	0.017800975910899
SNP57	0.20432736615231
SNP58	0.017800975910899
SNP59	0.0178009759108989
SNP60	-0.731660033155502
SNP61	0.168310837973272
SNP62	-0.153872791166745
SNP63	-0.0178009759108992
SNP64	0.017800975910899
SNP65	-0.0178009759108992
SNP66	-0.318531620559519
SNP67	0.215730270245191
SNP68	0.0178009759108989
SNP69	-0.321425864868948
SNP70	-0.150246420857491
SNP71	0.017800975910899
SNP72	1.76707351969994
SNP73	-1.17728599122655
SNP74	-0.180364151754233
SNP75	0.017800975910899
SNP76	0.215730270245191
SNP77	-0.219211836345479
SNP78	0.017800975910899
SNP79	0.017800975910899
SNP80	0.215730270245192
SNP81	0.0178009759108989
SNP82	-0.153872791166745
SNP83	0.017800975910899
SNP84	0.017800975910899
SNP85	0.0178009759108989
SNP87	0.0178009759108989
SNP88	0.017800975910899
SNP89	0.017800975910899
SNP90	0.0106034917374649
SNP91	-0.878463435835429
SNP92	-0.878463435835429
SNP93	-0.878463435835429
SNP94	-0.644724611427442
SNP95	-0.878463435835429
SNP96	-0.840126935139894
SNP97	-0.878463435835429
SNP98	-0.878463435835429
SNP99	0.0178009759108989
SNP100	0.123481914903243
SNP101	-0.644724611427442
SNP102	-0.644724611427442
SNP103	-0.851300684167829
SNP104	0.994150450154432
SNP105	0.468175582980492
SNP106	-0.153872791166745
